key,article_id,data_inizio_validita,data_fine_validita,price_before,price_in_period,delta_price,qty_pre,qty_in_period,sales_ht_pre,sales_pre,sales_ht_in_period,sales_in_period,cifra_ssp_pre,cifra_ssp_in_period,sconto_a_valore_in_period,margine_pp_valore_pre,margine_pp_valore_in_period,giorni_nel_periodo,delta_margine_pp_valore,qty_n_1,vendite_n_1,vendite_ht_n_1,margine_valore_n_1,gg_copertura,gg_copertura_n_1
88965182-2026-02-13,88965182,2026-02-13,,68.0,69.19,1.19,51.0,45.0,2805.6626,3422.9084,2360.9348,2880.3404,3468.0,3113.55,-233.2096,1386.153,1098.0282,130.0,-288.1248,61.0,3765.917,3086.8172,810.1215,214.8029,196.5299
82553995-2025-10-10,82553995,2025-10-10,2026-02-25,56.0,51.69,-4.31,16.0,25.0,716.5061,874.1374,1034.5631,1262.167,896.0,1292.25,-30.083,126.0619,101.5704,138.0,-24.4915,16.0,904.9884,741.7938,335.9252,452.737,309.4743
80854293-2026-01-17,80854293,2026-01-17,,46.9,39.09,-7.81,13.0,23.0,482.939,589.1856,720.8239,879.4052,609.7,899.07,-19.6648,283.6697,378.7733,157.0,95.1037,9.0,445.5643,365.2166,125.4474,140.9528,75.6053
82046839-2025-09-22,82046839,2025-09-22,,38.99,41.09,2.1,115.0,46.0,3574.1412,4360.4523,1494.1127,1822.8175,4483.85,1890.14,-67.3225,688.1669,346.6517,274.0,-341.5152,116.0,4015.0246,3291.0038,655.7672,113.8999,68.3192
89662177-2026-02-04,89662177,2026-02-04,,155.9,163.69,7.79,557.0,612.0,68795.8207,83930.9012,81008.7127,98830.6295,86836.3,100178.28,-1347.6505,38904.7339,47267.6196,139.0,8362.8857,735.0,105471.6856,86452.2013,28955.3921,54.8448,64.721
86993304-2026-04-26,86993304,2026-04-26,,20.9,19.99,-0.91,41.0,62.0,688.8616,840.4111,969.1892,1182.4109,856.9,1239.38,-56.9691,216.8203,192.3293,58.0,-24.491,39.0,659.0697,540.221,158.3078,134.6412,155.2992
84636046-2026-01-28,84636046,2026-01-28,,53.0,49.99,-3.01,44.0,62.0,1890.1096,2305.9338,2540.4754,3099.38,2332.0,3099.38,0.0,923.0094,1105.1369,146.0,182.1275,55.0,2947.9291,2416.3353,385.1414,138.3413,140.0644
80874957-2025-07-31,80874957,2025-07-31,,39.99,38.59,-1.4,75.0,63.0,2414.33,2945.4826,1936.2461,2362.2203,2999.25,2431.17,-68.9497,842.9131,654.6144,327.0,-188.2987,81.0,2615.0823,2143.5101,275.8744,89.8517,88.4065
87954453-2025-10-13,87954453,2025-10-13,,33.99,36.49,2.5,60.0,69.0,1625.0465,1982.5567,2063.7787,2517.81,2039.4,2517.81,0.0,696.8405,1078.0191,253.0,381.1786,71.0,2566.8446,2103.971,586.0376,31.4404,36.5821
83970665-2025-07-05,83970665,2025-07-05,2025-10-17,44.9,50.29,5.39,13.0,14.0,468.6215,571.7182,533.9638,651.4358,583.7,704.06,-52.6242,154.4764,216.8219,104.0,62.3455,13.0,574.9671,471.2845,100.336,92.031,110.151
87230259-2025-11-23,87230259,2025-11-23,,136.0,129.59,-6.41,11.0,18.0,1198.4806,1462.1463,1897.4027,2314.8313,1496.0,2332.62,-17.7887,423.8342,563.6308,212.0,139.7966,3.0,451.6828,370.2318,92.5071,92.9719,111.0998
80652755-2025-09-06,80652755,2025-09-06,,180.99,199.29,18.3,210.0,184.0,30740.7494,37503.7143,30055.4767,36667.6816,38007.9,36669.36,-1.6784,8177.5576,10174.3206,290.0,1996.763,,,,,36.7564,35.4908
81581805-2025-08-28,81581805,2025-08-28,,184.0,186.99,2.99,40.0,11.0,5848.112,7134.6967,1594.095,1944.7959,7360.0,2056.89,-112.0941,2007.4519,569.082,299.0,-1438.3699,39.0,7463.1433,6117.3306,1224.8034,117.1254,156.8895
80128522-2025-09-25,80128522,2025-09-25,,95.0,88.09,-6.91,99.0,96.0,7452.8034,9092.4201,6418.1804,7830.1801,9405.0,8456.64,-626.4599,479.9276,-429.7297,271.0,-909.6574,128.0,11086.2211,9087.0665,1753.0259,111.3412,155.5911
80178748-2026-05-09,80178748,2026-05-09,,65.9,59.79,-6.11,2.0,3.0,106.7071,130.1827,139.1003,169.7024,131.8,179.37,-9.6676,22.5706,14.4566,45.0,-8.114,1.0,59.8328,49.0433,6.7291,84.2931,102.2237
80881673-2025-11-07,80881673,2025-11-07,,109.99,105.99,-4.0,299.0,376.0,26159.5199,31914.6143,30018.9501,36623.1192,32887.01,39852.24,-3229.1208,11205.6084,12224.91,228.0,1019.3016,,,,,463.9983,388.3421
82215816-2025-09-14,82215816,2025-09-14,,229.9,219.49,-10.41,3005.0,1735.0,563707.5869,687723.256,301940.5672,368367.492,690849.5,380815.15,-12447.658,220244.822,129327.3774,282.0,-90917.4446,2638.0,598596.8829,490653.1827,145450.7955,29.2095,28.2275
85142541-2026-03-23,85142541,2026-03-23,,40.9,39.99,-0.91,17.0,17.0,565.384,689.7685,557.2377,679.83,695.3,679.83,0.0,208.1624,173.6356,92.0,-34.5267,27.0,1027.6478,842.3343,85.7788,241.5999,164.6093
81686374-2026-04-18,81686374,2026-04-18,2026-05-29,60.9,60.19,-0.71,22.0,33.0,1066.6252,1301.2827,1622.7727,1979.7827,1339.8,1986.27,-6.4873,223.0103,276.1753,41.0,53.165,29.0,1605.6841,1316.1345,380.4017,106.1652,106.0927
82872189-2026-05-25,82872189,2026-05-25,,30.9,33.79,2.89,3.0,5.0,74.6628,91.0886,138.4836,168.95,92.7,168.95,0.0,19.7014,47.3653,29.0,27.6639,,,,,106.7958,155.0682
85211375-2026-03-28,85211375,2026-03-28,2026-07-31,150.99,177.49,26.5,3.0,0.0,364.6744,444.9027,0.0,0.0,452.97,0.0,0.0,77.5467,0.0,125.0,-77.5467,3.0,451.0316,369.6981,54.5539,63.9243,43.4018
84558202-2025-08-07,84558202,2025-08-07,2025-12-03,78.9,84.89,5.99,218.0,224.0,13739.7953,16762.5503,14894.9951,18171.894,17200.2,19015.36,-843.466,3331.683,3880.3875,118.0,548.7045,205.0,15316.9272,12554.8584,2491.6156,303.1293,259.0267
83203837-2025-11-28,83203837,2025-11-28,,457.49,509.59,52.1,15.0,17.0,5620.5686,6857.0937,7100.8443,8663.03,6862.35,8663.03,0.0,1191.3625,2124.4499,207.0,933.0873,20.0,10520.5326,8623.3874,1427.0223,220.484,292.3914
83735209-2026-04-22,83735209,2026-04-22,,197.99,209.89,11.9,5.0,9.0,787.9565,961.307,1529.0762,1865.473,989.95,1889.01,-23.537,246.1457,566.6487,62.0,320.503,5.0,982.5056,805.3325,213.0165,,
85559721-2026-03-03,85559721,2026-03-03,2026-08-27,217.49,216.29,-1.2,46.0,27.0,7989.276,9746.9167,4786.7459,5839.83,10004.54,5839.83,0.0,2042.5652,1066.5304,177.0,-976.0348,43.0,9375.9568,7685.2105,2701.8656,424.1727,472.8483
82493031-2025-08-12,82493031,2025-08-12,2025-09-13,19.9,19.99,0.09,11.0,8.0,179.2393,218.6719,131.082,159.92,218.9,159.92,0.0,61.3868,44.2534,32.0,-17.1335,14.0,259.7166,212.8824,29.7305,,
80025565-2025-10-21,80025565,2025-10-21,2026-03-11,13.9,13.59,-0.31,35.0,32.0,387.7682,473.0772,355.9299,434.2345,486.5,434.88,-0.6455,64.3603,94.0246,141.0,29.6643,38.0,499.6644,409.561,71.0126,,
87425207-2025-07-25,87425207,2025-07-25,2025-10-08,15.99,16.99,1.0,11.0,6.0,143.269,174.7882,82.289,100.3926,175.89,101.94,-1.5474,29.806,19.2284,75.0,-10.5775,2.0,31.536,25.8491,7.8369,22.4476,22.0865
88879126-2026-04-29,88879126,2026-04-29,,133.99,138.69,4.7,0.0,2.0,0.0,0.0,227.3607,277.38,0.0,277.38,0.0,0.0,119.3291,55.0,119.3291,,,,,86.8888,71.7236
82293320-2025-07-11,82293320,2025-07-11,2025-09-21,50.99,55.29,4.3,8.0,4.0,328.8432,401.1888,181.2787,221.16,407.92,221.16,0.0,68.1182,56.5989,72.0,-11.5193,8.0,406.0481,332.8263,43.6415,27.9956,37.0046
82629749-2026-02-23,82629749,2026-02-23,2026-05-03,194.9,215.79,20.89,14.0,4.0,2210.7253,2697.0849,659.531,804.6278,2728.6,863.16,-58.5322,709.5869,238.8227,69.0,-470.7642,,,,,,
80031977-2025-10-27,80031977,2025-10-27,2025-12-30,123.9,118.49,-5.41,6.0,7.0,603.1428,735.8342,679.8607,829.43,743.4,829.43,0.0,223.3085,243.1062,64.0,19.7977,3.0,380.7296,312.0735,61.7787,87.6984,77.5649
87036305-2026-03-03,87036305,2026-03-03,2026-05-28,727.99,772.29,44.3,2.0,0.0,1155.6689,1409.916,0.0,0.0,1455.98,0.0,0.0,385.3252,0.0,86.0,-385.3252,3.0,2157.1982,1768.1953,592.5823,1178.9872,1105.6465
88014194-2025-09-26,88014194,2025-09-26,,365.9,379.39,13.49,1067.0,1081.0,312370.0553,381091.4675,324971.3963,396465.1035,390415.3,410120.59,-13655.4865,88618.9864,90854.0852,270.0,2235.0988,960.0,341876.7616,280226.8537,86553.2122,106.4408,110.2973
88067822-2025-11-11,88067822,2025-11-11,,743.99,697.39,-46.6,723.0,871.0,425697.669,519351.1562,479626.344,585144.1397,537904.77,607426.69,-22282.5503,98969.7739,94187.2412,224.0,-4782.5328,545.0,369770.3084,303090.4167,60681.4643,176.8566,196.4978
86711863-2025-11-30,86711863,2025-11-30,,117.99,108.99,-9.0,838.0,1032.0,80413.4569,98104.4174,92194.8197,112477.68,98875.62,112477.68,0.0,36234.1073,38780.6803,205.0,2546.573,1387.0,155151.1304,127173.0577,41716.1314,,
85285869-2025-08-28,85285869,2025-08-28,2025-11-26,35.99,35.49,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,33.497,
80933552-2025-07-02,80933552,2025-07-02,,43.0,44.39,1.39,96.0,130.0,3305.3658,4032.5463,4528.6631,5524.9689,4128.0,5770.7,-245.7311,1646.08,2159.334,356.0,513.254,106.0,4593.1786,3764.9005,1354.4169,39.0696,30.2424
89463435-2025-10-13,89463435,2025-10-13,,41.9,47.99,6.09,268.0,226.0,9116.7021,11122.3765,8889.9508,10845.74,11229.2,10845.74,0.0,4661.855,5202.7196,253.0,540.8646,213.0,8434.7222,6913.7067,1311.6774,,
85461363-2026-02-06,85461363,2026-02-06,2026-04-30,41.0,38.89,-2.11,22.0,14.0,733.3367,894.6707,435.1887,530.9302,902.0,544.46,-13.5298,115.2228,34.4895,83.0,-80.7333,16.0,671.8871,550.7271,132.4903,1138.7213,1806.4682
89184562-2026-03-23,89184562,2026-03-23,2026-07-26,194.99,208.09,13.1,20.0,16.0,3092.953,3773.4026,2561.5815,3125.1295,3899.8,3329.44,-204.3105,1390.5774,1291.4993,125.0,-99.0781,23.0,4218.881,3458.0992,244.482,159.9616,135.7239
82206027-2025-12-23,82206027,2025-12-23,,151.99,152.09,0.1,110.0,7.0,13522.1776,16497.0567,819.3005,999.5466,16718.9,1064.63,-65.0834,7670.0977,436.5887,182.0,-7233.509,92.0,13027.1169,10677.9647,3242.7467,92.5416,15.5084
81967801-2025-08-03,81967801,2025-08-03,,9.9,9.99,0.09,132.0,138.0,1056.7557,1289.242,1067.6622,1302.5479,1306.8,1378.62,-76.0721,467.8136,428.6924,324.0,-39.1212,128.0,1225.1421,1004.2148,343.9574,84.9676,70.4502
80437090-2026-05-13,80437090,2026-05-13,2026-09-17,223.99,196.59,-27.4,10.0,11.0,1810.6587,2209.0036,1737.9589,2120.3098,2239.9,2162.49,-42.1802,541.8962,305.0711,127.0,-236.8251,15.0,3263.0266,2674.612,626.2991,425.0392,
80294545-2025-08-21,80294545,2025-08-21,,29.9,28.99,-0.91,34.0,51.0,817.2041,996.989,1142.6183,1393.9943,1016.6,1478.49,-84.4957,216.0522,179.7767,306.0,-36.2755,20.0,683.7192,560.4255,145.9937,108.214,173.5772
85453768-2025-07-07,85453768,2025-07-07,,46.49,44.19,-2.3,5.0,8.0,190.3378,232.2121,289.7705,353.52,232.45,353.52,0.0,79.4488,130.402,351.0,50.9533,0.0,0.0,0.0,0.0,409.7922,534.2305
81641562-2025-07-01,81641562,2025-07-01,,24.9,25.39,0.49,793.0,631.0,16001.6585,19522.0234,13132.041,16021.09,19745.7,16021.09,0.0,6767.6934,6187.566,357.0,-580.1274,317.0,6847.7081,5612.8755,1228.5128,,
89453611-2025-11-28,89453611,2025-11-28,2025-12-17,52.99,58.09,5.1,2.0,0.0,84.1475,102.66,0.0,0.0,105.98,0.0,0.0,7.608,0.0,19.0,-7.608,3.0,152.4378,124.949,26.314,136.9719,188.3877
84983190-2025-09-23,84983190,2025-09-23,,334.9,350.59,15.69,3277.0,4224.0,888463.5956,1083925.5867,1076001.45,1312721.769,1097467.3,1480892.16,-168170.391,288621.1534,342642.1335,273.0,54020.9801,1872.0,652196.2118,534587.0589,125513.3866,72.048,104.1094
85456167-2025-08-26,85456167,2025-08-26,,8.49,8.59,0.1,27.0,29.0,186.5136,227.5466,204.1885,249.11,229.23,249.11,0.0,54.1243,52.8612,301.0,-1.2631,,,,,,
81411420-2025-12-07,81411420,2025-12-07,,103.49,105.69,2.2,59.0,66.0,4933.3847,6018.7293,5612.0733,6846.7294,6105.91,6975.54,-128.8106,1655.5084,1817.5708,198.0,162.0624,,,,,88.5251,118.7564
87171445-2025-11-03,87171445,2025-11-03,2026-02-24,104.99,105.39,0.4,5.0,2.0,422.1981,515.0816,171.4425,209.1599,524.95,210.78,-1.6201,172.591,62.884,113.0,-109.707,11.0,1311.9479,1075.3672,232.7652,300.3914,297.4789
81417629-2026-04-11,81417629,2026-04-11,2026-08-05,179.0,175.49,-3.51,39.0,37.0,5555.3929,6777.5793,5072.1879,6188.0692,6981.0,6493.13,-305.0608,2102.5789,1561.4178,116.0,-541.1611,50.0,8354.975,6848.3402,1539.8317,,
81144259-2025-08-03,81144259,2025-08-03,,15.99,16.59,0.6,63.0,61.0,813.965,993.0373,757.6809,924.3707,1007.37,1011.99,-87.6193,257.3585,247.0298,324.0,-10.3287,59.0,960.4633,787.265,132.7897,171.4724,166.3052
89883113-2025-08-22,89883113,2025-08-22,2025-10-10,78.9,89.19,10.29,14.0,17.0,887.001,1082.1413,1188.022,1449.3869,1104.6,1516.23,-66.8431,101.5642,237.4287,49.0,135.8645,18.0,1413.5515,1158.6487,341.55,384.0641,324.2589
83110749-2026-02-28,83110749,2026-02-28,,30.9,30.09,-0.81,129.0,133.0,3215.5853,3923.014,3179.0656,3878.46,3986.1,4001.97,-123.51,1676.8016,1446.4135,115.0,-230.388,157.0,4910.3356,4024.8653,690.651,39.1188,
86400968-2025-12-02,86400968,2025-12-02,2026-04-04,856.0,859.19,3.19,66.0,72.0,44753.4503,54599.2093,49806.3076,60763.6952,56496.0,61861.68,-1097.9848,16821.5135,16364.8423,123.0,-456.6712,70.0,55494.6864,45487.4479,8963.451,239.7763,332.2275
85644293-2025-10-02,85644293,2025-10-02,2025-11-09,92.99,101.19,8.2,14.0,22.0,1054.5148,1286.508,1824.7377,2226.18,1301.86,2226.18,0.0,444.0894,875.9864,38.0,431.897,12.0,1082.7046,887.4628,184.1387,32.5418,34.8898
86646145-2025-09-28,86646145,2025-09-28,,88.99,89.89,0.9,1.0,5.0,71.9975,87.8369,368.4016,449.45,88.99,449.45,0.0,17.2137,98.5008,268.0,81.2871,4.0,348.9437,286.0194,128.4397,,
84495073-2025-11-08,84495073,2025-11-08,,140.99,130.99,-10.0,5.0,6.0,563.4973,687.4667,588.1794,717.5789,704.95,785.94,-68.3611,56.3659,-5.3212,227.0,-61.6871,6.0,720.586,590.6443,134.2732,204.9304,216.4817
80095097-2026-02-23,80095097,2026-02-23,2026-06-19,219.9,241.59,21.69,763.0,1091.0,135862.8891,165752.7247,208812.6786,254751.4679,167783.7,263574.69,-8823.2221,25847.2789,58095.1624,116.0,32247.8835,777.0,157551.2269,129140.3499,9597.8296,72.6781,83.5204
89849275-2025-09-12,89849275,2025-09-12,,124.99,118.09,-6.9,144.0,183.0,14504.9114,17695.9919,17713.5,21610.47,17998.56,21610.47,0.0,4213.7165,4781.6224,284.0,567.9059,153.0,19266.3439,15792.0852,-789.6043,145.3427,100.3683
89812239-2026-03-10,89812239,2026-03-10,,110.99,118.29,7.3,4.0,8.0,354.0675,431.9623,775.6721,946.32,443.96,946.32,0.0,110.9474,310.847,105.0,199.8996,10.0,1044.9099,856.4835,182.9035,164.7154,250.8374
81021933-2026-04-08,81021933,2026-04-08,2026-08-30,78.9,77.09,-1.81,4.0,4.0,253.6229,309.4199,251.539,306.8776,315.6,308.36,-1.4824,112.8927,111.9739,144.0,-0.9189,4.0,303.5894,248.8438,65.0413,225.1929,102.2994
82943852-2025-12-11,82943852,2025-12-11,,75.0,69.19,-5.81,17.0,11.0,1022.7963,1247.8115,623.8443,761.09,1275.0,761.09,0.0,504.8702,277.9887,194.0,-226.8814,17.0,1279.5432,1048.8059,184.1132,102.1669,53.5654
88894225-2025-08-08,88894225,2025-08-08,2025-09-10,223.49,208.79,-14.7,37.0,38.0,6713.5631,8190.5469,6337.9317,7732.2767,8269.13,7934.02,-201.7433,1234.5564,437.6023,33.0,-796.9541,58.0,12990.2386,10647.7365,2256.992,86.417,108.6721
80317801-2025-10-28,80317801,2025-10-28,,68.99,79.39,10.4,172.0,163.0,9683.1257,11813.4133,10607.0246,12940.57,11866.28,12940.57,0.0,4488.7166,5709.6475,238.0,1220.9309,148.0,10354.2463,8487.0871,1827.3106,523.6435,528.4562
85525441-2026-03-25,85525441,2026-03-25,2026-09-18,58.49,60.49,2.0,114.0,124.0,5373.5379,6555.7162,5896.7762,7194.0669,6667.86,7500.76,-306.6931,290.661,425.589,177.0,134.928,124.0,6863.141,5625.5254,1121.0269,146.3502,204.858
80933460-2025-09-02,80933460,2025-09-02,,42.99,40.29,-2.7,9.0,10.0,316.322,385.9129,330.2459,402.9,386.91,402.9,0.0,119.0512,98.8491,294.0,-20.2022,1.0,47.4395,38.8848,16.8313,32.4175,45.2385
87258131-2025-11-29,87258131,2025-11-29,2026-03-15,534.9,425.49,-109.41,7.0,7.0,3009.9298,3672.1143,2305.0196,2812.1239,3744.3,2978.43,-166.3061,1228.5321,517.8176,106.0,-710.7145,3.0,1863.9289,1527.8106,378.4188,,
86876289-2026-01-30,86876289,2026-01-30,2026-07-09,268.99,291.79,22.8,22.0,21.0,4770.3722,5819.8541,5007.9957,6109.7548,5917.78,6127.59,-17.8352,1247.3557,1718.5378,160.0,471.1821,29.0,7755.2982,6356.8018,2124.9794,40.1522,36.5694
83809084-2026-05-25,83809084,2026-05-25,,179.99,169.99,-10.0,9.0,8.0,1299.0585,1584.8513,1112.2915,1356.9956,1619.91,1359.92,-2.9244,330.6432,192.8755,29.0,-137.7677,11.0,1825.6625,1496.4447,453.782,155.133,118.2924
85383780-2026-01-25,85383780,2026-01-25,2026-05-29,216.9,206.79,-10.11,375.0,288.0,65099.4328,79421.3081,48632.1068,59331.1702,81337.5,59555.52,-224.3498,32101.4924,23444.9753,124.0,-8656.5171,,,,,219.253,219.1532
81405551-2025-11-03,81405551,2025-11-03,,226.99,218.49,-8.5,277.0,300.0,49904.7144,60883.7516,49440.5038,60317.4146,62876.23,65547.0,-5229.5854,1974.4735,-5294.2095,232.0,-7268.683,177.0,36466.1622,29890.2969,10851.2945,45.6217,42.5893
83117064-2025-08-24,83117064,2025-08-24,2026-01-14,184.49,186.49,2.0,15.0,22.0,2222.1955,2711.0785,3112.2698,3796.9691,2767.35,4102.78,-305.8109,783.9031,1087.6142,143.0,303.711,18.0,3130.5201,2566.0001,466.5556,41.1138,48.906
82931174-2025-12-06,82931174,2025-12-06,2026-06-01,105.99,131.19,25.2,109.0,97.0,9424.0628,11497.3566,10430.6803,12725.43,11552.91,12725.43,0.0,3352.391,5064.0771,177.0,1711.6861,,,,,116.9548,97.1122
82792830-2025-08-01,82792830,2025-08-01,,129.99,133.79,3.8,3015.0,4724.0,320710.0323,391266.2395,487042.3297,594191.6422,391919.85,632023.96,-37832.3178,115238.9713,174551.5845,326.0,59312.6132,,,,,115.2262,
89360264-2026-03-27,89360264,2026-03-27,2026-05-21,57.99,53.89,-4.1,3.0,4.0,141.9258,173.1495,163.4195,199.3718,173.97,215.56,-16.1882,73.3055,70.5427,55.0,-2.7627,3.0,184.4415,151.1815,68.1201,,
85897274-2025-07-28,85897274,2025-07-28,,91.49,92.29,0.8,12.0,14.0,881.0714,1074.9071,1030.6862,1257.4372,1097.88,1292.06,-34.6228,93.8631,15.0381,330.0,-78.8249,10.0,823.9394,675.3601,191.1835,31.5454,38.5801
88341211-2025-11-18,88341211,2025-11-18,2026-04-24,266.9,270.19,3.29,78.0,82.0,16705.8668,20381.1575,18160.3115,22155.58,20818.2,22155.58,0.0,6492.688,7582.1041,157.0,1089.4161,107.0,24331.9196,19944.1964,1305.7433,114.5106,
86817921-2025-08-11,86817921,2025-08-11,2025-10-16,28.99,28.79,-0.2,244.0,324.0,5600.3874,6832.4727,6855.7118,8363.9684,7073.56,9327.96,-963.9916,2009.8914,1768.1141,66.0,-241.7773,309.0,8700.0533,7131.1912,1719.6495,268.9327,257.7791
88883597-2026-05-03,88883597,2026-05-03,2026-07-10,80.49,77.19,-3.3,45.0,28.0,2938.3551,3584.7932,1620.9193,1977.5215,3622.05,2161.32,-183.7985,815.1963,373.6425,68.0,-441.5539,41.0,3572.7756,2928.5046,524.8786,157.6867,224.0258
87530513-2025-10-27,87530513,2025-10-27,2026-03-01,27.49,26.79,-0.7,288.0,501.0,6416.5841,7828.2326,10431.4779,12726.403,7917.12,13421.79,-695.387,1168.6961,1640.8109,125.0,472.1148,,,,,122.352,155.9774
80521173-2026-01-15,80521173,2026-01-15,2026-04-18,16.49,16.49,0.0,2.0,3.0,26.2529,32.0285,39.5831,48.2914,32.98,49.47,-1.1786,11.2992,16.7567,93.0,5.4575,2.0,34.2278,28.0556,8.0341,277.2214,
87121422-2025-11-07,87121422,2025-11-07,,67.49,71.09,3.6,213.0,201.0,11440.3707,13957.2523,11510.6413,14042.9824,14375.37,14289.09,-246.1076,4340.8025,5389.1994,228.0,1048.3969,,,,,618.1564,682.6599
88903427-2025-07-28,88903427,2025-07-28,2025-12-18,20.99,20.39,-0.6,514.0,501.0,8657.9115,10562.652,7862.7266,9592.5264,10788.86,10215.39,-622.8636,2290.9532,1661.9611,143.0,-628.9921,340.0,8191.3933,6714.2568,1773.4835,348.9738,331.1893
82797018-2025-11-18,82797018,2025-11-18,,26.49,29.29,2.8,12.0,14.0,252.0056,307.4468,320.9766,391.5915,317.88,410.06,-18.4685,48.7399,80.5868,217.0,31.8469,16.0,426.1103,349.2707,90.056,638.2513,547.1747
83280703-2025-08-30,83280703,2025-08-30,,20.99,18.09,-2.9,24.0,23.0,407.9325,497.6776,341.041,416.07,503.76,416.07,0.0,99.6905,32.0759,297.0,-67.6146,,,,,168.1977,
80832070-2025-07-30,80832070,2025-07-30,,219.49,254.59,35.1,20.0,13.0,3537.5663,4315.8308,2404.5157,2933.5092,4389.8,3309.67,-376.1608,416.0821,364.6552,328.0,-51.4269,15.0,3257.3566,2669.9644,1032.4857,,
82645616-2026-04-14,82645616,2026-04-14,2026-06-30,74.99,74.89,-0.1,39.0,28.0,2376.7104,2899.5867,1718.7869,2096.92,2924.61,2096.92,0.0,957.1043,646.6065,77.0,-310.4978,45.0,2996.0787,2455.8022,776.9334,286.3502,52.6531
80772868-2025-10-24,80772868,2025-10-24,,136.99,143.79,6.8,653.0,1123.0,72782.62,88794.7964,132357.5164,161476.17,89454.47,161476.17,0.0,34098.0492,69265.4243,242.0,35167.375,,,,,37.8073,46.5408
87674504-2026-04-01,87674504,2026-04-01,2026-05-22,2.99,2.99,0.0,40.0,19.0,97.1737,118.5519,45.1321,55.0612,119.6,56.81,-1.7488,22.6558,8.9258,51.0,-13.73,49.0,151.4597,124.1473,50.9531,244.7593,241.0173
86727153-2025-10-23,86727153,2025-10-23,2025-12-16,24.49,23.99,-0.5,31.0,52.0,603.9495,736.8184,964.9755,1177.2701,759.19,1247.48,-70.2099,52.3999,119.4348,54.0,67.0349,29.0,714.2678,585.4654,103.6926,101.2739,73.7892
87653110-2026-04-22,87653110,2026-04-22,2026-09-28,96.9,89.39,-7.51,22.0,31.0,1702.9809,2077.6368,2252.8162,2748.4357,2131.8,2771.09,-22.6543,414.9699,553.672,159.0,138.702,,,,,387.1948,284.5011
85266912-2026-02-27,85266912,2026-02-27,2026-03-27,55.49,56.69,1.2,4.0,5.0,176.196,214.9591,232.3361,283.45,221.96,283.45,0.0,65.1948,81.3362,28.0,16.1414,,,,,218.6795,221.3296
83878534-2025-07-29,83878534,2025-07-29,,595.99,569.09,-26.9,331.0,767.0,158051.5764,192822.9232,352876.0187,430508.7429,197272.69,436492.03,-5983.2871,48309.6283,104262.8995,329.0,55953.2712,495.0,268800.772,220328.5017,75911.0756,,
85036130-2025-08-24,85036130,2025-08-24,2025-12-12,101.49,108.39,6.9,41.0,21.0,3372.1122,4113.9769,1865.7295,2276.19,4161.09,2276.19,0.0,1023.6822,624.6813,110.0,-399.0009,,,,,200.7965,
83439162-2026-03-07,83439162,2026-03-07,,96.49,88.39,-8.1,28.0,28.0,2172.6138,2650.5888,1921.7745,2344.5649,2701.72,2474.92,-130.3551,668.2867,483.6819,108.0,-184.6049,32.0,2767.4474,2268.3995,599.2951,,
85623450-2026-04-02,85623450,2026-04-02,2026-07-05,78.49,83.49,5.0,1043.0,958.0,65379.4976,79762.9871,65560.1803,79983.42,81865.07,79983.42,0.0,22309.3954,25322.7974,94.0,3013.4021,776.0,60343.2444,49461.6758,11192.7595,108.5505,79.0461
87830917-2025-07-25,87830917,2025-07-25,2025-10-04,45.99,52.09,6.1,11.0,7.0,413.7873,504.8205,290.4757,354.3803,505.89,364.63,-10.2497,128.5353,111.7047,71.0,-16.8306,,,,,18.7372,
83581951-2025-12-08,83581951,2025-12-08,,52.0,50.39,-1.61,25.0,24.0,1048.1311,1278.7199,991.2787,1209.36,1300.0,1209.36,0.0,274.0186,286.5801,197.0,12.5615,11.0,626.6707,513.6645,149.4441,98.9435,144.7683
87620485-2026-02-08,87620485,2026-02-08,,86.99,81.09,-5.9,836.0,1526.0,58038.5778,70807.065,100573.1092,122699.1932,72723.64,123743.34,-1044.1468,23340.4384,35944.6898,135.0,12604.2514,926.0,75402.9752,61805.7174,27190.7654,270.5372,238.2173
83662326-2025-09-03,83662326,2025-09-03,,85.0,66.59,-18.41,255.0,414.0,17221.6814,21010.4513,22596.9344,27568.26,21675.0,27568.26,0.0,6582.6433,5507.7545,293.0,-1074.8888,,,,,431.7403,578.0885
81607723-2026-02-10,81607723,2026-02-10,2026-08-03,26.99,28.59,1.6,1.0,2.0,21.6194,26.3757,46.8689,57.18,26.99,57.18,0.0,4.4289,11.8272,174.0,7.3983,5.0,146.1715,119.8127,32.5755,335.6846,302.5915
89089553-2025-07-17,89089553,2025-07-17,2025-10-05,49.49,45.89,-3.6,23.0,6.0,916.4914,1118.1195,218.7975,266.9329,1138.27,275.34,-8.4071,345.5137,66.0354,80.0,-279.4783,,,,,113.1553,74.5182
86429639-2025-11-24,86429639,2025-11-24,,246.0,216.19,-29.81,42.0,84.0,8391.1145,10237.1597,14510.9165,17703.3181,10332.0,18159.96,-456.6419,2933.4089,3770.3422,211.0,836.9333,28.0,6492.064,5321.364,1747.6609,181.3892,159.5174
86637755-2026-04-05,86637755,2026-04-05,2026-09-29,20.9,21.39,0.49,1.0,2.0,16.8492,20.5561,33.8776,41.3307,20.9,42.78,-1.4493,7.6134,16.4157,177.0,8.8023,0.0,0.0,0.0,0.0,149.6503,72.447
